participant_id,condition,rt
part-2,mixed,330.2526591842527
part-2,mixed,333.18664528918174
part-2,mixed,333.8691964483778
part-2,mixed,329.9182050406372
part-2,mixed,333.40292093139357
part-2,mixed,333.2465964318143
part-2,mixed,335.9112125688434
part-2,mixed,329.8037593035997
part-2,mixed,330.6775479705722
part-2,mixed,341.18703392329024
part-2,mixed,328.44060889250096
part-2,mixed,331.3299182908105
part-2,mixed,334.31750363564436
part-2,mixed,334.8623397259569
part-2,mixed,332.7833118245474
part-2,mixed,336.76161016566357
part-2,mixed,332.37144634846015
part-2,mixed,334.2559360532242
part-2,mixed,335.8995563893845
part-2,mixed,342.86645903093415
part-2,mixed,330.44976948944634
part-2,mixed,331.67961965057924
part-2,mixed,335.848200937158
part-2,mixed,336.332576038882
part-2,mixed,330.1777938391341
part-2,mixed,331.38687562775624
part-2,mixed,330.05095423733286
part-2,mixed,351.1976748901246
part-2,mixed,334.6030752400958
part-2,mixed,337.78587769965503
part-2,mixed,337.4853761399342
part-2,mixed,333.02158697127766
part-2,mixed,336.74242381845653
part-2,mixed,338.4284059529465
part-2,mixed,329.58314629239896
part-2,mixed,331.00955410749566
part-2,mixed,334.288546760215
part-2,mixed,344.3864406303396
part-2,mixed,330.895795968078
part-2,mixed,331.0097205177172
part-2,mixed,333.12882820337666
part-2,mixed,330.2362539836366
part-2,mixed,333.739008378111
part-2,mixed,334.01732037919953
part-2,mixed,330.7406424631535
part-2,mixed,338.8704173883535
part-2,mixed,337.25723139641104
part-2,mixed,334.1898331167741
part-2,mixed,338.4326403424663
part-2,mixed,331.88465189511453
part-2,mixed,335.00003617855106
part-2,mixed,341.37821135274436
part-2,mixed,344.84707017461864
part-2,mixed,354.98758302910534
part-2,mixed,334.4902341083026
part-2,mixed,329.5323815439912
part-2,mixed,332.2614665302078
part-2,mixed,344.0453229927777
part-2,mixed,335.7374470845245
part-2,mixed,332.63090282104895
part-2,mixed,332.19316625850763
part-2,mixed,339.8323540206323
part-2,mixed,331.1946046709125
part-2,mixed,329.7614598344872
part-2,mixed,333.40724745491667
part-2,mixed,333.28634627621943
part-2,mixed,330.75645522641355
part-2,mixed,331.42707615255995
part-2,mixed,343.05527518073785
part-2,mixed,332.5872966588994
part-2,mixed,332.5269703063777
part-2,mixed,331.1719918974606
part-2,mixed,334.7803549618163
part-2,mixed,335.9355701742372
part-2,mixed,331.63674891069104
part-2,mixed,341.7190044561108
part-2,mixed,335.7469538050109
part-2,mixed,332.5773196267095
part-2,mixed,347.2834816831205
part-2,mixed,333.3958079128226
part-2,mixed,337.66433650709274
part-3,congruent,328.6333274495353
part-3,congruent,330.6350439703541
part-3,congruent,323.9996268056568
part-3,congruent,322.4668494076249
part-3,congruent,322.80323208602846
part-3,congruent,337.74639287642117
part-3,congruent,328.40397413420686
part-3,congruent,323.62581023845985
part-3,congruent,323.920330492718
part-3,congruent,323.9844908035431
part-3,congruent,326.1955991711722
part-3,congruent,322.7319618753754
part-3,congruent,329.33651233878436
part-3,congruent,323.55261812655704
part-3,congruent,331.1959914035264
part-3,congruent,326.36543715343043
part-3,congruent,334.52504037752436
part-3,congruent,330.46358983728726
part-3,congruent,323.77596818311997
part-3,congruent,325.08062280717303
part-3,congruent,324.46260698545416
part-3,congruent,326.94194969220456
part-3,congruent,324.68951813444824
part-3,congruent,326.6189822272429
part-3,congruent,327.73366725985665
part-3,congruent,334.9668718608
part-3,congruent,330.7927528209089
part-3,congruent,346.92713906361803
part-3,congruent,322.7573499572795
part-3,congruent,323.9324717802781
part-3,congruent,335.5471310818111
part-3,congruent,342.22171206709777
part-3,congruent,328.2277537587011
part-3,congruent,344.91776060309166
part-3,congruent,332.95647391697577
part-3,congruent,328.8436800482179
part-3,congruent,328.00787719764116
part-3,congruent,332.8396261268221
part-3,congruent,325.89329661553955
part-3,congruent,321.97463629661246
part-3,congruent,322.84473362842397
part-3,congruent,330.0955579536574
part-3,congruent,326.4074353998721
part-3,congruent,325.652878813759
part-3,congruent,330.4633558537539
part-3,congruent,327.0767719116373
part-3,congruent,324.2879814822238
part-3,congruent,330.5776210351133
part-3,congruent,336.2223093901718
part-3,congruent,333.86082507587577
part-3,congruent,329.5825298876542
part-3,congruent,327.57204832168213
part-3,congruent,328.8217062556709
part-3,congruent,351.80914611413317
part-3,congruent,325.2644364337255
part-3,congruent,330.7984133727491
part-3,congruent,324.70997255771505
part-3,congruent,326.9284504251846
part-3,congruent,328.8764754855357
part-3,congruent,329.9427423380812
part-3,congruent,331.3041099207274
part-3,congruent,327.344101992672
part-3,congruent,327.52543822298736
part-3,congruent,323.85689655500727
part-3,congruent,324.96018743854927
part-3,congruent,330.2917548389798
part-3,congruent,328.8129457009919
part-3,congruent,333.22245985975513
part-3,congruent,330.5187496745014
part-3,congruent,329.6218593764964
part-3,congruent,321.488157924267
part-3,congruent,329.5618044553763
part-3,congruent,331.57226720244114
part-3,congruent,328.48537319297793
part-3,congruent,329.6444757380654
part-3,congruent,332.4905912398111
part-3,congruent,328.1515464847772
part-3,congruent,323.2834854168427
part-3,congruent,322.7409372265433
part-3,congruent,334.86196226421725
part-3,congruent,331.6803653043909
part-3,congruent,324.4334069471367
part-3,congruent,335.15129020928055
part-3,congruent,329.3687223202717
part-3,congruent,334.60448659989925
part-3,congruent,331.99413704481935
part-3,congruent,329.5710864407341
part-3,congruent,328.8717180256894
part-3,congruent,327.845643918777
part-3,congruent,322.47940825693206
part-3,congruent,327.07485174891
part-3,congruent,327.878143945024
part-3,congruent,327.8252521464761
part-3,congruent,329.36686605127557
part-3,congruent,326.1554557622545
part-3,congruent,333.52389305476703
part-3,congruent,323.4133816649281
part-3,congruent,330.2751661589051
part-3,congruent,325.5201608880396
part-3,congruent,330.72537805781656
part-4,incongruent,330.17682821571503
part-4,incongruent,336.95711163941473
part-4,incongruent,330.4669380642197
part-4,incongruent,338.48379904860417
part-4,incongruent,332.7419954168171
part-4,incongruent,332.20413841670984
part-4,incongruent,334.376175809095
part-4,incongruent,334.0758557804392
part-4,incongruent,342.01097061986695
part-4,incongruent,332.1819584092211
part-4,incongruent,329.6795856095982
part-4,incongruent,344.11715813762845
part-4,incongruent,329.65282714685077
part-4,incongruent,335.1027063897763
part-4,incongruent,336.96399585943766
part-4,incongruent,334.4673932846694
part-4,incongruent,331.2108535732394
part-4,incongruent,336.2847916003387
part-4,incongruent,331.90344636152645
part-4,incongruent,335.4632982036764
part-4,incongruent,335.8785551712926
part-4,incongruent,339.20920544881795
part-4,incongruent,330.48015503364445
part-4,incongruent,338.59928388349675
part-4,incongruent,330.1222983289417
part-4,incongruent,333.2311847507618
part-4,incongruent,331.74362153019024
part-4,incongruent,334.0581121298232
part-4,incongruent,331.2459658663656
part-4,incongruent,333.28546104059274
part-4,incongruent,330.2438408057499
part-4,incongruent,328.38882527435817
part-4,incongruent,337.66816505070454
part-4,incongruent,327.7208449939496
part-4,incongruent,330.9323918942906
part-4,incongruent,330.8596688717865
part-4,incongruent,333.07586138450483
part-4,incongruent,330.7228056251398
part-4,incongruent,333.386998480514
part-4,incongruent,351.4046578113324
part-4,incongruent,326.89209151232797
part-4,incongruent,327.3700251410177
part-4,incongruent,334.41450445539084
part-4,incongruent,340.7411606866205
part-4,incongruent,342.9248054989656
part-4,incongruent,327.40394809197414
part-4,incongruent,332.7188844033205
part-4,incongruent,336.27124259809784
part-4,incongruent,329.96057617092407
part-4,incongruent,330.42442100924325
part-4,incongruent,341.1537734340371
part-4,incongruent,329.32882445148385
part-4,incongruent,333.97806776265696
part-4,incongruent,329.99752262052533
part-4,incongruent,338.6916148270301
part-4,incongruent,342.75154886341016
part-4,incongruent,333.7581099933999
part-4,incongruent,341.4593204035081
part-4,incongruent,335.9284321642635
part-4,incongruent,333.34519703921785
part-4,incongruent,342.3915597526581
part-4,incongruent,332.7288056668766
part-4,incongruent,336.20624751585837
part-4,incongruent,328.92406975760287
part-4,incongruent,334.56703733393425
part-4,incongruent,328.1784552760432
part-4,incongruent,330.28283663799715
part-4,incongruent,329.7077601240316
part-4,incongruent,335.728383597464
part-4,incongruent,340.9103277409332
part-4,incongruent,331.1669103770771
part-4,incongruent,333.09616246465043
part-4,incongruent,350.50945992225564
part-4,incongruent,335.2321585498371
part-4,incongruent,334.396670962926
part-4,incongruent,330.03852739773396
part-4,incongruent,329.8888372895903
part-4,incongruent,332.9571613241318
part-4,incongruent,344.318550181661
part-4,incongruent,336.7924836510828
part-4,incongruent,331.00566395992746
part-4,incongruent,326.6854981011236
part-4,incongruent,327.6133284957268
part-4,incongruent,334.94748762050796
part-4,incongruent,329.13724310332395
part-4,incongruent,337.29221536409295
part-4,incongruent,332.9580391629933
part-4,incongruent,326.51454100885485
part-4,incongruent,331.10389014749046
part-4,incongruent,331.83415642029206
part-4,incongruent,335.02135388431975
part-4,incongruent,329.16057751959664
part-4,incongruent,331.84877141667613
part-4,incongruent,328.23718710176115
part-4,incongruent,326.89680527805837
part-4,incongruent,332.26391752607987
part-4,incongruent,331.62050264444053
part-4,incongruent,336.280616474475
part-4,incongruent,345.6514403693185
part-4,incongruent,332.661013340679
part-5,mixed,332.7753989249538
part-5,mixed,334.7537532152727
part-5,mixed,333.26512290939064
part-5,mixed,346.8215541709013
part-5,mixed,334.2049213066356
part-5,mixed,332.53550899393105
part-5,mixed,330.92485294561345
part-5,mixed,339.38591645369854
part-5,mixed,334.5160211246675
part-5,mixed,333.195759025109
part-5,mixed,333.3919797873761
part-5,mixed,334.0408947810428
part-5,mixed,333.9660827781282
part-5,mixed,333.9529375990087
part-5,mixed,339.2309890823795
part-5,mixed,339.3877141797422
part-5,mixed,333.902428146981
part-5,mixed,338.27942791758437
part-5,mixed,333.66089010386986
part-5,mixed,341.5557867260456
part-5,mixed,334.82281807124656
part-5,mixed,341.4717579732608
part-5,mixed,334.1908495679
part-5,mixed,352.65017466631633
part-5,mixed,333.1472787220804
part-5,mixed,335.51031317252205
part-5,mixed,333.39514846873595
part-5,mixed,329.2561924082162
part-5,mixed,332.6514272558071
part-5,mixed,333.3971385641417
part-5,mixed,336.8209522453017
part-5,mixed,332.77130967006866
part-5,mixed,335.82838729866114
part-5,mixed,334.1435519788001
part-5,mixed,330.18222245167806
part-5,mixed,342.16373478599013
part-5,mixed,335.4742314132889
part-5,mixed,333.3197390904523
part-5,mixed,337.95355206955486
part-5,mixed,332.6965232545077
part-5,mixed,334.8475052919557
part-5,mixed,337.595504424169
part-5,mixed,338.0212780748848
part-5,mixed,338.857828691075
part-5,mixed,340.641912474969
part-5,mixed,334.31980077780804
part-5,mixed,341.3520390141932
part-5,mixed,337.15220191346043
part-5,mixed,330.41132509056416
part-5,mixed,337.6271977387392
part-5,mixed,334.59956708768993
part-5,mixed,336.9143512719493
part-5,mixed,332.46984663148993
part-5,mixed,333.31495923921915
part-5,mixed,335.4739730033216
part-5,mixed,339.10625846144075
part-5,mixed,334.1844978692349
part-5,mixed,329.7221722298989
part-5,mixed,333.8495889045165
part-5,mixed,338.31228460452604
part-5,mixed,342.65487953411025
part-5,mixed,337.10467418405386
part-5,mixed,330.5567180273245
part-5,mixed,351.2919540411843
part-5,mixed,339.68457600767874
part-5,mixed,336.38719629902505
part-5,mixed,335.38816735545936
part-5,mixed,335.6822415036397
part-5,mixed,334.6166407418573
part-5,mixed,342.5334748255211
part-5,mixed,342.0121829745058
part-5,mixed,339.06996921717894
part-5,mixed,336.05686112108106
part-5,mixed,335.20095389538346
part-5,mixed,338.21919072222045
part-5,mixed,335.13428702228623
part-5,mixed,336.37137539133386
part-5,mixed,335.8060549061468
part-5,mixed,338.25423381239625
part-5,mixed,332.0715007111899
part-5,mixed,333.7319602181062
part-5,mixed,342.87614496805554
part-5,mixed,343.06847897328197
part-5,mixed,333.40145334303253
part-5,mixed,344.1244151170484
part-5,mixed,334.1426554374548
part-5,mixed,337.7263454530879
part-5,mixed,338.7771806068365
part-5,mixed,332.38536114298677
part-5,mixed,333.8165830420035
part-5,mixed,331.12271287847506
part-5,mixed,334.81732939377656
part-5,mixed,337.17726618979873
part-5,mixed,345.5759709474699
part-5,mixed,336.22557800472225
part-5,mixed,333.1395147013789
part-5,mixed,335.3753248087164
part-5,mixed,334.37533825113803
part-5,mixed,334.8716941539261
part-5,mixed,345.2983306947015
part-6,congruent,326.22151444004163
part-6,congruent,329.3344644722999
part-6,congruent,329.5435410918304
part-6,congruent,351.37153031873953
part-6,congruent,331.5114191627575
part-6,congruent,332.65130615411175
part-6,congruent,325.88651981269635
part-6,congruent,331.7308919924807
part-6,congruent,327.7694716140852
part-6,congruent,325.9604460060351
part-6,congruent,327.8290026203226
part-6,congruent,327.6712157651167
part-6,congruent,324.8829247122276
part-6,congruent,325.7153628191785
part-6,congruent,328.43130052071433
part-6,congruent,323.39225893198335
part-6,congruent,340.43104533098375
part-6,congruent,324.88552517677266
part-6,congruent,333.32478147534516
part-6,congruent,327.17157421351
part-6,congruent,325.6293797502866
part-6,congruent,324.7123740464532
part-6,congruent,330.02571080724334
part-6,congruent,332.3064691530201
part-6,congruent,327.33812749976477
part-6,congruent,333.9132557223538
part-6,congruent,327.66750110758306
part-6,congruent,325.7645022403763
part-6,congruent,333.22865997387447
part-6,congruent,326.23482843825593
part-6,congruent,331.4674058581992
part-6,congruent,322.80619751023653
part-6,congruent,333.6253633601186
part-6,congruent,324.0869683206983
part-6,congruent,330.6017446693055
part-6,congruent,322.5231511588803
part-6,congruent,325.39840542749306
part-6,congruent,326.9692319603126
part-6,congruent,326.4186900595757
part-6,congruent,336.7844075565198
part-6,congruent,324.1347574752816
part-6,congruent,326.495259127853
part-6,congruent,331.5519656088236
part-6,congruent,333.32299012373664
part-6,congruent,337.175637739469
part-6,congruent,327.2551263059522
part-6,congruent,322.9720309448836
part-6,congruent,327.1885639416755
part-6,congruent,328.7000241204509
part-6,congruent,329.49265202454364
part-6,congruent,330.91220361191046
part-6,congruent,322.4380782145415
part-6,congruent,327.4478352881858
part-6,congruent,331.60424830037107
part-6,congruent,325.31885737167687
part-6,congruent,323.1534746957287
part-6,congruent,324.7326420845794
part-6,congruent,323.7308999302389
part-6,congruent,336.4820283398152
part-6,congruent,328.2883579678327
part-6,congruent,327.4750774822744
part-6,congruent,329.794998267113
part-6,congruent,335.64855166603144
part-6,congruent,330.36892162194545
part-6,congruent,325.8921296836064
part-6,congruent,324.84786474379626
part-6,congruent,336.5286135959338
part-6,congruent,322.821857449221
part-6,congruent,331.0657584937918
part-6,congruent,331.96784705719176
part-6,congruent,328.4597515751693
part-6,congruent,328.52269217131754
part-6,congruent,335.4741594009032
part-6,congruent,326.1442253489925
part-6,congruent,326.88452413295397
part-6,congruent,327.22773566314277
part-6,congruent,326.9002112094536
part-6,congruent,323.28124655359915
part-6,congruent,328.3192612457834
part-6,congruent,344.338814820665
part-6,congruent,327.92400786765586
part-6,congruent,338.8714468376581
part-6,congruent,327.72779029725814
part-6,congruent,329.73398255938463
part-6,congruent,327.59027759946855
part-6,congruent,330.97333073937057
part-6,congruent,325.2163819328873
part-6,congruent,324.9594988218749
part-6,congruent,333.854089601612
part-6,congruent,329.81905893415103
part-6,congruent,325.2769583183807
part-6,congruent,334.8565158776383
part-6,congruent,325.5321733714943
part-6,congruent,328.58405676815516
part-6,congruent,325.18989432193473
part-6,congruent,330.09334373484575
part-6,congruent,340.0898342353473
part-6,congruent,329.64755225855913
part-6,congruent,331.1721469064713
part-6,congruent,329.5140884661612
part-7,incongruent,332.2799126473183
part-7,incongruent,330.8689829302655
part-7,incongruent,334.36293644016223
part-7,incongruent,339.1673038743007
part-7,incongruent,330.86168295871886
part-7,incongruent,341.1945682215012
part-7,incongruent,340.06141306312884
part-7,incongruent,327.75864957254294
part-7,incongruent,344.06360833973287
part-7,incongruent,327.3104749911613
part-7,incongruent,331.74702940200956
part-7,incongruent,328.7414222805964
part-7,incongruent,339.22513037626106
part-7,incongruent,328.73368697047215
part-7,incongruent,335.7459620617785
part-7,incongruent,336.04758013216934
part-7,incongruent,333.75806048242185
part-7,incongruent,334.3337479120538
part-7,incongruent,332.5212082534418
part-7,incongruent,345.08471122024366
part-7,incongruent,334.1428404226727
part-7,incongruent,333.0142822072096
part-7,incongruent,332.20740726153144
part-7,incongruent,330.9744252780984
part-7,incongruent,341.89552100936663
part-7,incongruent,343.3578967799228
part-7,incongruent,332.21527727507055
part-7,incongruent,336.30318788960096
part-7,incongruent,330.8220914498982
part-7,incongruent,335.83133234423605
part-7,incongruent,334.41268935973
part-7,incongruent,338.47464347378565
part-7,incongruent,327.046535333756
part-7,incongruent,331.38940379190643
part-7,incongruent,328.03176701611864
part-7,incongruent,333.84403544206094
part-7,incongruent,332.5675549852493
part-7,incongruent,338.5652262234119
part-7,incongruent,347.8321753219126
part-7,incongruent,327.8431330802711
part-7,incongruent,330.87005150875274
part-7,incongruent,332.236748067423
part-7,incongruent,329.562492933738
part-7,incongruent,329.66289968144355
part-7,incongruent,331.3392592449505
part-7,incongruent,329.60098827005487
part-7,incongruent,341.04466282623775
part-7,incongruent,329.8660922791741
part-7,incongruent,336.1858316802835
part-7,incongruent,333.8325707704133
part-7,incongruent,337.5226751294293
part-7,incongruent,332.10563665725226
part-7,incongruent,331.993180718897
part-7,incongruent,329.17962625790057
part-7,incongruent,336.15334362643716
part-7,incongruent,335.09685938582453
part-7,incongruent,340.4194432636663
part-7,incongruent,334.50999434677084
part-7,incongruent,353.72345024979967
part-7,incongruent,334.4407111350791
part-7,incongruent,329.3605002611165
part-7,incongruent,333.83255366623007
part-7,incongruent,331.1684013149259
part-7,incongruent,339.66979162500706
part-7,incongruent,331.7100645885484
part-7,incongruent,330.1005922071703
part-7,incongruent,330.5367442348382
part-7,incongruent,330.27997653512176
part-7,incongruent,329.18640391422304
part-7,incongruent,336.037590642779
part-7,incongruent,331.1149557960355
part-7,incongruent,335.187951739267
part-7,incongruent,330.53859478279236
part-7,incongruent,338.7681775187754
part-7,incongruent,334.90120303178935
part-7,incongruent,332.12914857032854
part-7,incongruent,329.3930307148604
part-7,incongruent,335.20801842145784
part-7,incongruent,330.68837749694217
part-7,incongruent,338.8866728067971
part-7,incongruent,332.05372583827943
part-7,incongruent,330.02548671332744
part-7,incongruent,329.77398722234244
part-7,incongruent,344.93047779969964
part-7,incongruent,332.028610855379
part-7,incongruent,329.969114654927
part-7,incongruent,334.2495871796338
part-7,incongruent,328.31557364161506
part-7,incongruent,331.6178196650688
part-7,incongruent,331.7032545202161
part-7,incongruent,335.0657510952976
part-7,incongruent,333.05680844451905
part-7,incongruent,329.08685664155945
part-7,incongruent,330.07684172407255
part-7,incongruent,341.1032811028319
part-7,incongruent,329.3715407156393
part-7,incongruent,330.791894668057
part-7,incongruent,330.10455624457023
part-7,incongruent,334.4982659543144
part-7,incongruent,338.87314675147326
part-8,mixed,329.7179953299182
part-8,mixed,341.56510697685394
part-8,mixed,331.6324521257459
part-8,mixed,332.9668199048254
part-8,mixed,342.02943413269213
part-8,mixed,334.0352755626105
part-8,mixed,340.690376110487
part-8,mixed,333.8671332813572
part-8,mixed,332.83896610295903
part-8,mixed,331.9849138603816
part-8,mixed,335.8939037946762
part-8,mixed,339.33841780463604
part-8,mixed,338.8762783479823
part-8,mixed,330.85686693256724
part-8,mixed,338.059070984656
part-8,mixed,337.5452670556991
part-8,mixed,338.3281553194355
part-8,mixed,332.4163882344217
part-8,mixed,336.57211934726473
part-8,mixed,332.40329504714174
part-8,mixed,337.2057509774003
part-8,mixed,335.8662291418479
part-8,mixed,331.2571359297702
part-8,mixed,346.86454988910396
part-8,mixed,352.57120933519565
part-8,mixed,342.3530874305076
part-8,mixed,334.96963002313083
part-8,mixed,332.4123968799886
part-8,mixed,338.0988426266059
part-8,mixed,336.4600297301775
part-8,mixed,331.45438328369846
part-8,mixed,335.90190254995036
part-8,mixed,334.32350963984106
part-8,mixed,331.2308327614666
part-8,mixed,339.7279203577444
part-8,mixed,333.2683039328296
part-8,mixed,336.3363632397912
part-8,mixed,333.82571221759866
part-8,mixed,336.88210562669576
part-8,mixed,345.1630224407237
part-8,mixed,331.594021207193
part-8,mixed,333.632197618389
part-8,mixed,338.0991819489888
part-8,mixed,342.07920132958634
part-8,mixed,333.8401317666272
part-8,mixed,332.75105738004777
part-8,mixed,330.7201527539937
part-8,mixed,345.69717975964284
part-8,mixed,338.87016625808644
part-8,mixed,332.3063727226592
part-8,mixed,335.7642887499124
part-8,mixed,333.3256661618825
part-8,mixed,333.15471545500895
part-8,mixed,338.6206469278896
part-8,mixed,336.9474245796539
part-8,mixed,338.0058456512
part-8,mixed,330.2519726095931
part-8,mixed,342.0804222460409
part-8,mixed,352.13076115854216
part-8,mixed,330.172052425937
part-8,mixed,329.11285784612556
part-8,mixed,341.2059044830041
part-8,mixed,337.2086589569056
part-8,mixed,333.9100373893312
part-8,mixed,334.8108708701437
part-8,mixed,335.03811465015946
part-8,mixed,331.91780092859074
part-8,mixed,332.0853362121043
part-8,mixed,337.2254853658864
part-8,mixed,331.8970833345292
part-8,mixed,334.1820864313194
part-8,mixed,338.6594158558297
part-8,mixed,346.0405088207282
part-8,mixed,336.78241630237767
part-8,mixed,332.1218947401504
part-8,mixed,334.1850323537147
part-8,mixed,344.2698424110638
part-8,mixed,334.05086476946764
part-8,mixed,338.4499597338235
part-8,mixed,340.1727744389202
part-8,mixed,332.2467178880588
part-8,mixed,345.02094577664786
part-8,mixed,334.9489806097982
part-8,mixed,344.11507210759504
part-8,mixed,332.65077507219723
part-8,mixed,340.69048381164464
part-8,mixed,329.92323937445207
part-8,mixed,341.27710188379814
part-8,mixed,350.11897542004374
part-8,mixed,338.4995682100677
part-8,mixed,346.4734400366217
part-8,mixed,340.0835562613741
part-8,mixed,336.30816731009463
part-8,mixed,331.3368654057803
part-8,mixed,331.3060492536506
part-8,mixed,337.17801849194797
part-8,mixed,338.2187853849451
part-8,mixed,333.2000281521858
part-8,mixed,332.43419100339986
part-8,mixed,333.9749799843629
part-9,congruent,326.6590009737461
part-9,congruent,330.3300511729492
part-9,congruent,325.3797897729251
part-9,congruent,329.17216361357873
part-9,congruent,328.8597398885588
part-9,congruent,335.8843497480101
part-9,congruent,330.7242953997267
part-9,congruent,335.8418246945654
part-9,congruent,339.2264047830077
part-9,congruent,331.5211336487213
part-9,congruent,334.20207188284957
part-9,congruent,328.9435593690911
part-9,congruent,330.532341225286
part-9,congruent,334.8200174379575
part-9,congruent,336.45863038546713
part-9,congruent,330.38467697838985
part-9,congruent,336.376733151396
part-9,congruent,339.1191299067648
part-9,congruent,330.42240229895606
part-9,congruent,325.03803725567553
part-9,congruent,330.85196067914586
part-9,congruent,329.1084739134364
part-9,congruent,325.19847552599
part-9,congruent,336.08678530281026
part-9,congruent,323.3997746661096
part-9,congruent,326.87136201847454
part-9,congruent,329.36532630593643
part-9,congruent,323.7853607675589
part-9,congruent,332.5576530859182
part-9,congruent,332.3466998483027
part-9,congruent,330.7297300070751
part-9,congruent,327.18983781174643
part-9,congruent,329.94403023212595
part-9,congruent,327.5609906338215
part-9,congruent,327.85378402681005
part-9,congruent,333.63413066374835
part-9,congruent,328.00731951187817
part-9,congruent,346.39110917450216
part-9,congruent,330.3294882700165
part-9,congruent,329.6640338292266
part-9,congruent,327.11626239439477
part-9,congruent,334.8943385528258
part-9,congruent,332.0596575033263
part-9,congruent,322.7125564634471
part-9,congruent,341.8629672968489
part-9,congruent,329.8689416065974
part-9,congruent,326.406828202916
part-9,congruent,323.7476951486659
part-9,congruent,330.4187519259045
part-9,congruent,323.8489264743978
part-9,congruent,330.3908507903744
part-9,congruent,338.7446383999017
part-9,congruent,327.3626149538885
part-9,congruent,333.1682513269937
part-9,congruent,332.3898986515163
part-9,congruent,332.4077952078047
part-9,congruent,322.62179668815577
part-9,congruent,327.40309699015626
